,LIFFE_RS,CME_RBS,CME_RRS,ICE_RSS,CME_RUS,CME_SS,CME_SES,ICE_SFS,CME_SGS,CME_SIS,CME_SMS,CME_SSIS,LIFFE_TS,ICE_TS,CME_TCS,SGX_TFS,ICE_TFMS,CME_TIOS,CME_TRS,CME_TZ6S,CME_UAS,CME_UBS,CME_UNS,CME_UVS,CME_UXS,LIFFE_WS,CME_WS,CME_WCCS,SHFE_WRS,CME_WSS,ICE_YS,CME_YCS,CME_YKS,CME_YWS,CME_Z1S,SHFE_ZNS,CME_0DS,CME_0FS,CME_1NS,CME_1RS,SGX_3MFS,CME_5ZS,CME_71S,CME_7HS,CME_7QS,CME_8IS,CME_8ZS,CME_9FS,CME_ABYS,ICE_AFRS,SHFE_AGS,SHFE_ALS,ICE_ATWS,SHFE_AUS,ICE_BS,CME_B0S,CME_BBS,CME_BKS,CME_BOS,ICE_BPBS,CME_BZS,LIFFE_CS,CME_CS,ICE_CS,CME_C0S,CME_CBS,ICE_CCS,ICE_CERS,CME_CLS,CME_CPOS,CME_CSS,CME_CSCS,ICE_CTS,CME_CUS,SHFE_CUS,CME_CYS,CME_DAS,CME_DCS,CME_DKS,ICE_DPBS,ICE_DWS,CME_DYS,LIFFE_EBMS,LIFFE_ECOS,CME_EHS,CME_ENS,ICE_ERUS,CME_FCS,SGX_FEFS,EUREX_FEO1S,EUREX_FSMIS,ICE_GS,LIFFE_GS,CME_GCS,CME_GES,ICE_GERS,LIFFE_HS,CME_HGS,CME_HOS,CME_HOBS,CME_HPS,CME_JMS,ICE_KCS,CME_KSS,CME_KWS,LIFFE_LS,CME_LBS,CME_LCS,CME_LNS,CME_LYS,ICE_MS,CME_MBNS,CME_MES,CME_MEOS,CME_MFS,CME_MFFS,,LIFFE_RV,CME_RBV,CME_RRV,ICE_RSV,CME_RUV,CME_SV,CME_SEV,ICE_SFV,CME_SGV,CME_SIV,CME_SMV,CME_SSIV,LIFFE_TV,ICE_TV,CME_TCV,SGX_TFV,ICE_TFMV,CME_TIOV,CME_TRV,CME_TZ6V,CME_UAV,CME_UBV,CME_UNV,CME_UVV,CME_UXV,LIFFE_WV,CME_WV,CME_WCCV,SHFE_WRV,CME_WSV,ICE_YV,CME_YCV,CME_YKV,CME_YWV,CME_Z1V,SHFE_ZNV,CME_0DV,CME_0FV,CME_1NV,CME_1RV,SGX_3MFV,CME_5ZV,CME_71V,CME_7HV,CME_7QV,CME_8IV,CME_8ZV,CME_9FV,CME_ABYV,ICE_AFRV,SHFE_AGV,SHFE_ALV,ICE_ATWV,SHFE_AUV,ICE_BV,CME_B0V,CME_BBV,CME_BKV,CME_BOV,ICE_BPBV,CME_BZV,LIFFE_CV,CME_CV,ICE_CV,CME_C0V,CME_CBV,ICE_CCV,ICE_CERV,CME_CLV,CME_CPOV,CME_CSV,CME_CSCV,ICE_CTV,CME_CUV,SHFE_CUV,CME_CYV,CME_DAV,CME_DCV,CME_DKV,ICE_DPBV,ICE_DWV,CME_DYV,LIFFE_EBMV,LIFFE_ECOV,CME_EHV,CME_ENV,ICE_ERUV,CME_FCV,SGX_FEFV,EUREX_FEO1V,EUREX_FSMIV,ICE_GV,LIFFE_GV,CME_GCV,CME_GEV,ICE_GERV,LIFFE_HV,CME_HGV,CME_HOV,CME_HOBV,CME_HPV,CME_JMV,ICE_KCV,CME_KSV,CME_KWV,LIFFE_LV,CME_LBV,CME_LCV,CME_LNV,CME_LYV,ICE_MV,CME_MBNV,CME_MEV,CME_MEOV,CME_MFV,CME_MFFV
8/17/2016,132.31,1.3336,10.36,460.9,15535,1030.5,210.97,56.76,49.365,18.922,331.5,66.75,121.35,45.88,-0.082,12.7,11.971,59.73,-0.026,-1.075,242.517,42.6,352.971,223.369,25.4,523.7,423.5,-14.35,2122,46.98,47.77,332,1032.25,426,526.988,16920,418.906,455.015,87.177,0.50306,187.95,-0.082,1.5297,443.614,0.96467,0.64291,-0.194,-0.092,-0.42,84.25,3958,12345,61.05,274.95,45.85,0.42237,49.96,-2.36,32.76,41.6,46.83,2285,316.5,8.32,0.16857,225.5,2913,0.37,46.98,623,45.01,1.82,68.01,1.4388,37820,47.19,16.91,43.743,14.53,37.7,333,27.42,163.25,373.5,1.478,-5.148,2.62,121.925,58.41,100.17,8160,419.25,103.89,0,0,0,114.96,2.172,1.4613,11.74,2.619,37.04,138.15,49.747,418.25,99.69,312.7,111.5,55.55,1.3779,45.26,0.33315,-0.1151,459.899,31.61,66.7,0,0,28658,376,14674,869,11551,0,214,0,370,951,25,184,57524,0,202,7015,0,0,0,0,0,0,0,0,0,56793,0,0,0,0,150,50,272,0,21136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2122,12304,0,24,318726,0,0,0,13863,0,39930,2344,90626,0,0,2,129,0,550703,0,533,38,23,2,17560,0,87,85,1,0,0,0,6309,4046,58,0,0,1837,72,0,25392,57213,59,338,0,0,0,45,47990,0,569,0,12,0,2553,30935,222,1922,9313,0,15835,0,0,0,0,70
8/16/2016,132.13,1.3615,10.405,459.7,15585,1019.5,235.201,56.88,48.818,18.859,332.4,66.4,122,47.62,-0.082,12.34,12,60.25,-0.026,-1.066,245.025,41.59,347.915,223.369,25.4,533.5,422,-14.4,2122,47.64,47.48,330.25,1030.5,423.5,526.988,16625,416.763,452.862,86.555,0.4944,187.62,-0.082,1.5258,454.459,0.9319,0.65016,-0.212,-0.09,-0.43,83,3957,12185,61.05,275.45,47.1,0.43672,49.16,-2.37,32.66,40.25,47.05,2273,311,8.8,0.1681,224.975,2945,0.39,47.64,624,44.96,1.819,65.32,1.44,37740,46.78,16.91,43.844,14.53,38,333,27.5,162.5,375.75,1.482,-5.292,2.54,121.975,59.42,100.17,8136,427.75,103.92,0,0,0,115.14,2.1515,1.4499,11.212,2.617,37.48,135.05,49.347,411.25,99.7,312.4,110.75,54.925,1.3779,44.17,0.33315,-0.1137,459.134,31.84,66.55,0,326,25975,598,11623,370,12752,0,50,0,1471,2649,5,164,38126,0,171,4460,10,0,0,0,0,0,0,0,1395,59296,75,0,0,50,141,30,427,10,16804,11,0,0,0,0,0,0,0,0,0,0,0,0,0,472,24792,0,2,216817,0,0,0,10485,0,27839,7751,63282,0,0,0,2183,0,537155,0,304,85,59,0,13780,0,322,0,0,10,0,0,6048,4471,57,0,2,862,40,0,28452,84986,287,62,0,0,0,61,43256,0,950,0,16,0,19112,39102,337,1848,10232,0,11970,0,0,0,0,0
8/15/2016,132.57,1.355,10.61,454,15545,1023.75,235.201,57.02,48.233,19.317,334.2,66.5,121.75,45.5,-0.092,12.94,12.375,60.32,-0.026,-1.001,245.746,45.1,380.155,223.369,25.4,543.2,422.5,-14.65,2122,47.33,47.8,327.5,1019.5,422,526.988,16535,413.446,447.148,84.949,0.49388,185.96,-0.077,1.5303,444.802,0.93822,0.65146,-0.217,-0.112,-0.68,85.55,3949,12095,61,273.1,48.32,0.43968,50.88,-2.38,32.2,40.83,47.04,2290,301.5,8.72,0.16682,224.975,3012,0.38,47.33,624.25,44.84,1.821,65.97,1.4275,38100,47.15,16.94,43.816,14.54,38.61,333,27.5,164.5,369.5,1.461,-5.209,2.52,121.55,59.77,100.17,8180,410.75,103.98,0,0,0,115.41,2.1405,1.4086,10.927,2.59,38.06,137.4,48.941,411.75,99.624,312.7,110.35,55.475,1.3811,43.2,0.32924,-0.1239,454.786,31.19,66.85,0,3,25573,418,8131,511,15473,0,2,0,14239,4766,0,168,39040,0,212,5615,20,0,0,0,0,0,0,0,4794,55406,0,0,0,0,157,51,556,0,25636,5,0,0,0,0,0,0,0,0,0,0,0,0,0,356,21372,0,0,204402,0,0,0,10752,0,21333,1589,62331,0,0,7,5121,0,502515,0,424,121,51,10,16970,0,520,290,1,10,0,7,9081,4721,176,0,1,811,43,0,34782,63970,62,113,0,0,0,74,44710,0,1445,0,18,0,20125,32033,197,3772,13422,0,13535,0,0,0,0,10
8/14/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2016,132.8,1.3637,10.81,449.8,15405,1003.25,235.201,57.9,54.28,19.74,330,66.3,120.25,44.83,-0.089,12.95,12.521,60.99,-0.026,-1.042,242.618,45.1,380.155,223.172,25.4,557.8,416.25,-14.584,2122,46.77,47.98,326.5,1023.75,422.5,526.988,16285,415.977,444.782,85.137,0.48779,185.68,-0.077,1.5531,442.551,0.92463,0.65389,-0.218,-0.098,-0.93,84.4,3930,12080,61.45,276,48.01,0.43258,50.89,-2.39,32.47,40.5,48.37,2320,304,8.28,0.16592,226.25,3025,0.36,46.77,625.5,45.18,1.82,66.69,1.42,38350,47.15,16.96,43.7,14.65,39.65,333,27.5,167.75,369.75,1.434,-4.746,2.3,122.375,59.72,100.175,8202,408,103.99,0,0,0,115.37,2.19,1.3849,11.025,2.586,36,136.95,54.385,416.25,99.62,316.9,112.475,55.15,1.3818,43.31,0.32598,-0.1273,452.25,31.34,66.8,0,228,35524,823,11346,331,21824,0,20,0,47579,22418,0,128,31966,0,510,5235,0,0,0,0,0,0,0,0,3896,43401,0,0,0,0,219,0,365,0,22720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,18446,0,16,286390,0,0,0,12050,0,23507,3015,130151,0,0,10,4523,0,529661,0,78,58,51,10,15640,0,212,350,7,5,0,6,8947,7025,59,0,1,1746,3,0,0,59849,49,666,0,0,0,42,79908,0,365,0,14,0,17766,26981,820,2564,13375,0,16555,0,0,0,0,0
8/11/2016,132.64,1.3757,10.785,446.9,15515,1022.25,235.425,58,54.28,19.648,334.4,67.05,121,45.19,-0.094,13.53,12.72,60.19,-0.026,-1.109,240.767,45.1,380.155,223.085,24.9,542.7,421.75,-14.584,2340,48.1,48.63,322.25,1003.25,416.25,527.631,16360,415.977,439.218,84.598,0.49734,185.8,-0.082,1.5747,441.039,0.96463,0.65259,-0.214,-0.11,-1.1,90.7,4231,11990,61,274.6,49.99,0.42708,49.85,-2.38,32.73,40.5,49.26,2308,311.75,7.96,0.16823,226.95,3015,0.37,48.1,624.5,44.97,1.829,67.71,1.42,38400,47.23,16.96,43.958,14.7,39.65,333,27.5,166.75,370,1.445,-4.391,2.59,121.875,59.37,100.175,8148,414.25,103.96,0,0,0,115.22,2.1705,1.3184,11.027,2.551,36,136.85,54.385,412.25,99.625,316.9,112.725,54.925,1.3821,44.26,0.32598,-0.1269,447.802,30.4,66.05,0,13631,28094,552,13251,392,10708,0,62,0,81640,21833,0,328,26274,0,982,1985,0,0,0,0,0,0,0,0,0,54671,0,0,0,0,97,0,396,0,24756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,30832,0,8,273443,0,0,0,21120,0,29253,2333,104000,0,0,2,5911,0,656869,0,0,33,45,0,18280,0,154,0,0,10,0,0,13084,4595,63,0,100,1105,28,0,30287,53777,56,110,0,0,0,77,65578,0,365,0,58,0,9108,27115,488,2617,11820,0,10095,0,0,25,0,50
8/10/2016,132.52,1.3872,10.76,446,15430,1017,235.782,57.92,54.28,19.874,336.7,67.15,122.75,44.44,-0.09,13.99,12.62,59.05,-0.026,-1.102,236.357,45.11,380.453,223.756,25.9,547.1,417,-14.584,2340,47.41,48.2,321,1022.25,421.75,528.155,16290,415.977,440.525,82.44,0.49676,186.61,-0.078,1.5692,457.759,0.9956,0.64494,-0.195,-0.098,-0.93,88.55,4250,12195,59.7,272,47.98,0.43685,49.23,-2.28,32.81,39.28,49.92,2305,316.25,8.04,0.17223,226,3039,0.38,47.05,622.5,45.55,1.836,67.75,1.415,38320,47.3,16.95,43.807,14.7,39.18,333,27.5,165,371.25,1.431,-3.926,2.64,121.75,56.29,100.175,8116,409.5,103.95,0,0,0,115.17,2.1495,1.3307,11.322,2.561,37.56,137.7,54.385,411.75,99.625,318.9,113.25,56.75,1.384,44.81,0.32402,-0.1247,443.544,33.83,65.05,0,200,29353,752,12754,852,5255,0,6,0,52850,17895,0,147,19441,0,158,2800,15,0,0,0,0,0,0,0,698,48831,0,0,0,0,99,0,253,0,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484,35962,0,18,283517,0,0,0,18964,0,24331,5457,128910,0,0,3,6610,0,650784,0,46,128,56,0,18060,0,260,0,8,5,0,0,12842,3158,162,0,825,2103,57,0,36597,123374,170,620,0,0,0,56,50981,0,965,0,71,0,14390,36582,512,4484,12132,0,9980,0,0,0,0,5
8/9/2016,132.29,1.422,10.52,447.5,15395,1022,235.686,58.1,54.348,19.847,336.7,67.25,123,43.16,-0.087,13.95,12.673,59.48,-0.026,-1.169,231.665,45.22,380.712,223.615,26,563.5,417,-14.621,2340,48.52,48.91,322.5,1017,417,528.821,16365,416.102,449.27,82.44,0.49676,182.24,-0.075,1.5775,506.955,0.9956,0.6469,-0.197,-0.083,-0.9,89.95,4231,12215,60.8,271.85,47.26,0.47731,48.35,-2.24,32.95,38.75,49.67,2298,323.5,8.06,0.17166,227,2983,0.39,48.52,625.75,45.46,1.83,67.41,1.41,38210,47.39,16.96,44.452,14.7,39.17,333,27.5,165.5,369.5,1.409,-3.872,2.57,119.025,56.26,100.175,8183,402,103.97,0,0,0,115.28,2.164,1.3436,10.952,2.615,39.21,138.65,54.463,410,99.62,325,113.425,59.425,1.386,45.23,0.32049,-0.1226,441.315,33.83,66.1,0,82,42466,859,13632,282,7628,4,20,0,69420,18704,0,185,35143,0,663,3000,15,0,0,0,0,0,0,0,2311,53710,0,0,0,0,108,0,238,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180,26620,0,76,282770,0,0,0,18327,0,18169,11891,95944,80,0,21,12033,0,600835,0,0,120,53,0,22350,0,330,0,2,5,0,0,7386,6847,256,0,798,2570,12,0,22267,26705,22,587,0,0,32,59,54253,0,730,0,337,0,16627,37135,107,8611,0,0,7755,0,0,0,0,240
8/8/2016,131.77,1.414,10.375,453.9,15440,1018.75,237.034,58.56,54.299,19.703,339.6,67.6,122.95,44.7,-0.093,14.17,13.02,59.88,-0.028,-1.151,228.495,45.33,382.507,224.742,26.2,571.7,416,-14.632,2340,48.22,48.86,322.25,1022,417,529.119,16700,415.941,449.27,82.44,0.49679,181.81,-0.072,1.5901,506.955,0.99555,0.64776,-0.198,-0.092,-1.15,89.9,4292,12195,60.15,263.9,47.63,0.47731,46.97,-2.26,32.91,38.15,49.05,2246,327.5,8.16,0.16844,231.55,3095,0.38,48.22,626.75,44.86,1.82,68.12,1.4025,38070,47.35,17,44.504,14.7,39.83,333,27.5,166.5,366.25,1.416,-3.872,2.87,122.025,56.02,100.17,8143,414.5,103.98,0,0,0,115.32,2.153,1.317,11.045,2.748,44.81,141.1,54.478,409.75,99.62,323.2,113.55,59.225,1.3836,43.98,0.31745,-0.1265,429.624,33.84,65.25,0,1311,42467,1199,11825,1210,10365,0,230,0,59739,14866,0,182,44924,0,262,1960,0,0,0,0,0,0,0,0,2918,61802,0,0,0,0,130,0,223,0,2310,0,0,0,0,0,150,0,0,0,0,0,0,0,0,9692,21814,0,30,117397,0,0,0,128,5,19184,10719,127263,0,0,0,22630,0,531239,0,70,0,58,0,27280,0,0,0,0,25,0,0,5292,8927,145,0,232,3652,45,0,23735,16341,0,1107,0,0,83,63,60208,0,3490,0,206,0,16884,30785,352,8124,19443,0,6010,0,0,18,0,30
8/7/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2016,131.25,1.3784,10.485,451.2,15225,1003.75,237.35,57.88,54.314,20.02,332.9,67.7,123.9,46.35,-0.091,14.62,11.8,56.61,-0.032,-1.141,221.969,45.31,382.285,225,26.45,564.9,403.25,-14.678,2340,46.79,48.75,325.25,1018.75,416,529.571,16345,414.993,449.436,82.475,0.49858,177.28,-0.072,1.5881,506.955,0.9975,0.64865,-0.197,-0.092,-1.01,90,4322,12175,57.75,263.4,46.83,0.4775,46.04,-2.35,33.57,38.5,49.96,2274,328.5,8.16,0.17489,231.5,3109,0.38,46.79,632.25,44.73,1.6419,67.92,1.4025,38350,47.22,16.99,44.163,14.64,38.65,333,27.5,166.25,364.25,1.417,-3.872,2.86,121.7,55.53,100.175,8214,428,103.97,0,0,0,115.25,2.174,1.3259,11.584,2.772,47.23,141.1,54.521,411.75,99.62,322.3,113.575,61,1.3838,43.39,0.31745,-0.1277,437.243,33.81,63.25,0,728,66229,870,8513,832,12810,0,416,0,88191,13584,0,297,29365,0,266,1625,30,0,0,0,0,0,0,0,2778,65109,30,0,0,0,83,0,0,0,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13212,6470,0,0,63052,0,0,0,43,5,24997,5375,117937,0,0,0,21312,0,538428,0,363,2,28,0,20156,0,20,0,0,0,0,0,3781,11243,369,0,5,3387,122,0,24034,24689,206,381,0,0,130,143,60777,0,365,0,4266,0,13803,0,404,7951,1394,0,9250,0,0,0,0,25
8/4/2016,131.47,1.4301,10.735,453.9,15170,990.5,237.677,57.54,54.328,20.17,333.9,67.65,125.75,46.98,-0.09,14.68,11.438,56.61,-0.032,-0.742,225.277,45.53,383.838,226.872,26.45,564,410.25,-14.628,2340,46.58,49.02,324.25,1003.75,403.25,530.524,16295,415.186,449.241,82.383,0.4983,183.15,-0.072,1.5797,507.239,0.99597,0.64312,-0.167,-0.085,-0.75,91.5,4374,12335,59.15,262.35,45.45,0.47744,44.05,-2.5,33.89,36,49.16,2245,333.25,8.02,0.19166,231.5,3055,0.38,46.58,622.5,44.3,1.641,67.57,1.4075,38310,47.46,17,43.835,14.66,38.8,333,27.5,168.25,361.25,1.422,-3.823,2.86,120.375,55.92,100.175,8291,430.75,103.99,0,0,0,115.3,2.196,1.2875,11.584,2.834,47.5,142.5,54.553,405.75,99.625,320.3,114.75,60.875,1.3791,42.04,0.32005,-0.1277,437.904,33.84,64.35,0,171,57604,1235,12844,1071,11579,0,18,0,78325,9051,0,233,39908,0,169,3500,40,0,0,0,0,0,0,0,1974,102811,0,0,0,0,99,0,0,0,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13376,9560,0,0,201288,0,0,0,91,0,24204,0,70921,0,0,0,27079,0,595486,0,0,1,82,0,34996,0,131,0,0,20,0,0,11326,5973,585,0,25,2474,392,0,24251,23899,237,715,0,0,0,157,69369,0,758,0,6065,0,16680,40537,256,6465,4127,0,11260,0,0,0,0,0
8/3/2016,129.75,1.3835,10.75,447.1,15030,990.5,240.239,57.32,54.436,19.85,336.2,67.55,125.75,47.64,-0.089,14.63,11.103,56.5,-0.03,-0.742,226.713,45.75,384.509,226.463,27,552.5,401.25,-14.645,2340,45.74,49.67,320.75,990.5,410.25,532,16090,414.932,448.355,82.31,0.49648,183.84,-0.072,1.5865,507.029,0.99117,0.64089,-0.19,-0.09,-0.8,91.2,4369,12365,61.1,257,46.89,0.47819,44.98,-2.33,33.89,35.48,50.88,2215,334.25,8.26,0.19166,231.25,3041,0.38,45.74,631,43.6,1.644,68.5,1.42,38370,47.21,16.97,43.269,14.66,34.57,333,27.5,168.5,356.5,1.428,-3.863,2.68,119.45,55.03,100.17,8281,437.75,103.99,0,0,0,115.3,2.2065,1.259,11.586,2.839,48.09,142.1,54.688,412.25,99.62,323,115.5,58.925,1.3888,41,0.32098,-0.1283,438.934,34.01,66,0,1339,49202,1249,11904,1658,12447,0,4,0,67977,12120,10,0,15718,0,119,3190,0,0,0,0,0,0,0,0,3825,67956,0,0,0,0,125,14,0,0,4680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024,5380,1,0,214282,0,0,0,863,5,29648,6131,74406,0,0,0,25690,0,645713,0,51,59,67,0,42214,0,88,0,0,15,0,0,10582,4888,170,0,10,3485,177,0,25443,35141,3,2941,0,0,33,250,59978,0,1223,0,5233,0,21607,35214,410,10254,2044,0,6400,0,0,0,0,0
8/2/2016,129.63,1.3708,10.69,443.9,14935,985.25,240.315,57.04,54.83,19.805,339.2,67.6,126.7,47.33,-0.087,14.56,11.127,56.34,-0.028,-0.742,222.135,46.09,387.122,227.448,27,568.2,406,-14.769,2340,44.49,49.49,325,990.5,401.25,532.548,15660,414.244,448.598,82.393,0.4981,184.88,-0.072,1.5633,505.926,0.99466,0.65446,-0.181,-0.085,-0.83,93.35,4277,12445,61.6,257.05,48.37,0.48178,45.39,-2.3,34.14,35.25,50.89,2207,332,7.86,0.19157,231.125,3030,0.37,44.49,616,43.01,1.644,68.36,1.4125,37010,47.81,16.97,42.521,14.66,33.19,333,27.9,167,358.25,1.413,-3.859,2.69,122,54.72,100.175,8281,437.25,103.96,0,0,0,115.3,2.1965,1.2579,11.622,2.733,45.31,140.4,55.096,406.5,99.625,323.3,115.925,60.75,1.3923,42.22,0.3112,-0.1285,438.603,34.04,61.88,0,1851,55820,553,7455,0,12338,5,4,0,78026,12489,15,176,46545,0,710,1990,0,0,0,0,0,0,0,0,3341,127315,0,0,0,0,190,6,0,0,12580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20404,6720,0,0,268041,0,0,0,950,0,23088,4726,99672,0,0,0,36331,0,528890,0,194,6,17,35,54336,0,180,0,0,40,0,0,9228,5574,285,0,1,3363,182,0,25837,33601,21,1257,0,0,431,207,63769,0,508,0,8288,0,23953,81960,626,6320,2664,0,9340,0,0,12,0,0
8/1/2016,130.43,1.3631,10.97,451.5,14890,996,241.447,55.64,55.287,0,0,0,127.65,46.77,-0.09,14.73,11.688,56.25,-0.028,-0.813,223.642,45.88,387.212,229.123,27,548.1,407.75,-14.873,2340,43.49,49.95,324.25,985.25,406,532.095,15585,414.639,448.415,82.313,0.50102,184.43,-0.075,1.5718,508.601,1.0071,0.65902,-0.208,-0.082,-0.94,92.7,4258,12445,61.75,257.6,49.26,0.48275,44.27,-2.22,34.19,35.05,49.85,2189,330.25,8.16,0.192,231.025,2993,0.38,43.49,612.25,41.85,1.645,68.01,1.4025,36820,47.81,16.98,41.973,14.7,33.42,333,27.9,166,362,1.404,-3.857,2.99,124.125,54.75,100.175,8192,432,103.95,0,0,0,115.31,2.2205,1.276,11.623,2.771,44.75,141.25,55.374,409.25,99.625,324.6,116.325,63.325,1.3784,36.25,0.3112,-0.1293,429.944,34.26,61.88,0,2089,74755,842,14175,0,295,0,120,0,69861,7566,0,203,41584,0,756,4580,0,124,0,0,0,0,0,0,4830,103667,0,0,0,75,113,28,0,0,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14222,6900,0,0,308188,0,0,0,997,0,0,3281,71733,0,0,13,26351,0,522481,0,0,24,69,0,45098,0,118,0,8,10,0,0,8980,3844,344,0,25,2589,274,0,28292,32713,84,6076,0,0,519,77,5852,0,451,0,8627,0,16348,24835,904,8036,3156,0,9985,0,0,0,0,0
7/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
