,LIFFE_RS,CME_RBS,CME_RRS,ICE_RSS,CME_RUS,CME_SS,CME_SES,ICE_SFS,CME_SGS,CME_SIS,CME_SMS,CME_SSIS,LIFFE_TS,ICE_TS,CME_TCS,SGX_TFS,ICE_TFMS,CME_TIOS,CME_TRS,CME_TZ6S,CME_UAS,CME_UBS,CME_UNS,CME_UVS,CME_UXS,LIFFE_WS,CME_WS,CME_WCCS,SHFE_WRS,CME_WSS,ICE_YS,CME_YCS,CME_YKS,CME_YWS,CME_Z1S,SHFE_ZNS,CME_0DS,CME_0FS,CME_1NS,CME_1RS,SGX_3MFS,CME_5ZS,CME_71S,CME_7HS,CME_7QS,CME_8IS,CME_8ZS,CME_9FS,CME_ABYS,ICE_AFRS,SHFE_AGS,SHFE_ALS,ICE_ATWS,SHFE_AUS,ICE_BS,CME_B0S,CME_BBS,CME_BKS,CME_BOS,ICE_BPBS,CME_BZS,LIFFE_CS,CME_CS,ICE_CS,CME_C0S,CME_CBS,ICE_CCS,ICE_CERS,CME_CLS,CME_CPOS,CME_CSS,CME_CSCS,ICE_CTS,CME_CUS,SHFE_CUS,CME_CYS,CME_DAS,CME_DCS,CME_DKS,ICE_DPBS,ICE_DWS,CME_DYS,LIFFE_EBMS,LIFFE_ECOS,CME_EHS,CME_ENS,ICE_ERUS,CME_FCS,SGX_FEFS,EUREX_FEO1S,EUREX_FSMIS,ICE_GS,LIFFE_GS,CME_GCS,CME_GES,ICE_GERS,LIFFE_HS,CME_HGS,CME_HOS,CME_HOBS,CME_HPS,CME_JMS,ICE_KCS,CME_KSS,CME_KWS,LIFFE_LS,CME_LBS,CME_LCS,CME_LNS,CME_LYS,ICE_MS,CME_MBNS,CME_MES,CME_MEOS,CME_MFS,CME_MFFS,,LIFFE_RV,CME_RBV,CME_RRV,ICE_RSV,CME_RUV,CME_SV,CME_SEV,ICE_SFV,CME_SGV,CME_SIV,CME_SMV,CME_SSIV,LIFFE_TV,ICE_TV,CME_TCV,SGX_TFV,ICE_TFMV,CME_TIOV,CME_TRV,CME_TZ6V,CME_UAV,CME_UBV,CME_UNV,CME_UVV,CME_UXV,LIFFE_WV,CME_WV,CME_WCCV,SHFE_WRV,CME_WSV,ICE_YV,CME_YCV,CME_YKV,CME_YWV,CME_Z1V,SHFE_ZNV,CME_0DV,CME_0FV,CME_1NV,CME_1RV,SGX_3MFV,CME_5ZV,CME_71V,CME_7HV,CME_7QV,CME_8IV,CME_8ZV,CME_9FV,CME_ABYV,ICE_AFRV,SHFE_AGV,SHFE_ALV,ICE_ATWV,SHFE_AUV,ICE_BV,CME_B0V,CME_BBV,CME_BKV,CME_BOV,ICE_BPBV,CME_BZV,LIFFE_CV,CME_CV,ICE_CV,CME_C0V,CME_CBV,ICE_CCV,ICE_CERV,CME_CLV,CME_CPOV,CME_CSV,CME_CSCV,ICE_CTV,CME_CUV,SHFE_CUV,CME_CYV,CME_DAV,CME_DCV,CME_DKV,ICE_DPBV,ICE_DWV,CME_DYV,LIFFE_EBMV,LIFFE_ECOV,CME_EHV,CME_ENV,ICE_ERUV,CME_FCV,SGX_FEFV,EUREX_FEO1V,EUREX_FSMIV,ICE_GV,LIFFE_GV,CME_GCV,CME_GEV,ICE_GERV,LIFFE_HV,CME_HGV,CME_HOV,CME_HOBV,CME_HPV,CME_JMV,ICE_KCV,CME_KSV,CME_KWV,LIFFE_LV,CME_LBV,CME_LCV,CME_LNV,CME_LYV,ICE_MV,CME_MBNV,CME_MEV,CME_MEOV,CME_MFV,CME_MFFV
7/19/2018,124.08,2.1067,11.815,488.3,15690,846,448.88,50.44,85.831,15.368,328,50,187,69.3,-0.197,136.8,22.172,63.1,-0.025,-0.075,456.15,73.25,630.369,426.537,23,339.6,504.25,-26.3,4212,68.52,42.39,351.25,846,504.25,470.92,22440,0,0,0,0.95705,363.46,-0.154,1.4133,728.032,1.54607,1.17595,-0.561,-0.176,-9.6,97.3,3537,13915,100.95,268.35,74.54,0.9097,73.06,-4.43,28.41,67.38,73.44,1646,352,34.76,0.36658,225.5,2257,0.29,68.52,545.25,70.22,1.504,89.03,1.4225,48870,74.98,14.2,73.014,0,0,0,33.475,191.25,360,1.431,-3.417,0.1,151.725,66.02,100.18,8893,656.75,103.07,0,0,0,112.49,2.686,2.0901,14.282,2.769,38.58,108.8,86.35,496.5,99.135,493.3,108.05,61.125,2.0862,59.54,0.14768,-0.0446,704.665,66.05,107.35,0,226795,38817,429,9250,0,42094,0,46,0,65,18625,0,759,28608,0,508,1930,0,0,0,0,0,0,0,0,4661,43,0,0,0,0,117,142,0,0,7880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48104,44,42,211010,0,0,0,13377,0,31157,8630,70319,92,0,19,26073,0,96507,0,62,47,12,15,34010,0,234,100,0,0,0,11,16801,2905,197,0,0,4435,6468,0,26740,47969,0,415069,0,0,0,541,37870,0,854,0,12840,0,47705,92682,274,26029,11392,0,2620,0,0,0,0,0
7/18/2018,123.68,2.0717,11.835,487.4,15835,842.25,443.464,51,87.148,15.49,326.9,50,182,68.52,-0.19,135.5,22.097,63.33,-0.025,-0.072,453.343,75.19,645.986,421.975,22.55,340.2,494.5,-26,4212,67.89,44.2,347.25,842.25,494.5,470.966,22090,0,0,0,0.9611,368.42,-0.156,1.4047,724.831,1.54111,1.18089,-0.641,-0.178,-9.73,97.75,3591,13985,101.85,268.35,73.93,0.93591,73.07,-4.3,28.24,68.25,73.06,1648,357.25,34.06,0.36814,225.5,2299,0.28,67.89,546.75,70.34,1.503,88.8,1.4225,48490,74.87,14.19,72.821,0,0,0,33.475,188,360.5,1.429,-3.419,0.11,151.725,65.81,100.18,8919,655.75,103.04,0,0,0,112.46,2.752,2.0903,14.097,2.721,39.83,104.6,87.744,487.75,99.135,488.5,108.725,63.3,2.0817,58.77,0.14577,-0.0448,703.239,65.94,108.3,0,110767,29448,252,10091,0,26585,0,242,0,15,16338,0,454,32923,0,457,4050,0,0,0,0,0,0,0,0,3900,12,0,0,0,0,92,98,0,0,11480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7230,49,0,301314,0,0,0,22766,0,25213,10504,71391,60,0,28,19276,0,183565,0,0,39,6,320,35900,0,251,0,0,5,0,17,33141,3843,336,0,0,7068,1018,0,35116,66644,0,272277,0,0,0,322,47967,0,993,0,21606,0,28895,127501,179,19894,11286,0,6515,0,0,0,0,0
7/17/2018,123.32,2.0614,11.81,485.1,15945,839.5,461.633,50.12,86.171,15.34,328.8,50,179.25,67.89,-0.194,134,22.028,63.24,-0.025,-0.081,451.654,74.53,643.426,440.499,22.55,339.7,497.75,-19.151,4212,68.26,45.02,346.25,839.5,497.75,471.011,22075,0,0,0,0.88119,0,-0.157,1.424,713.205,1.49054,1.21352,-0.718,-0.179,-10.3,95.6,3564,14065,100.8,268.35,73.44,0.93857,72.58,-4.17,27.97,57.5,73.07,1693,355.25,34.22,0.36497,225.5,2322,0.3,70.46,548.25,70.29,1.504,87.32,1.4175,48440,74.75,14.19,72.665,0,0,0,31.8,186,360.5,1.42,-3.262,0.11,149.98,65.93,100.18,8803,650.75,103.01,0,0,0,112.45,2.7395,2.0701,14.095,2.74,40.07,105.7,86.8,490.75,99.135,477.3,108.925,63.65,2.0763,57.93,0.14577,-0.0463,700.361,67.72,108.3,0,146980,30441,199,7707,0,31358,0,484,0,279,16916,0,194,24721,0,568,3895,15,0,0,0,0,0,0,0,2577,5,0,0,0,0,102,138,0,0,22074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9160,2,0,209756,5,0,0,17872,0,28058,7756,87770,48,0,0,21835,0,428017,0,0,0,30,244,39000,0,0,100,0,10,0,9,26926,3736,150,0,50,4877,1051,0,31716,49582,0,304842,0,0,0,302,47733,0,2039,0,23940,0,24003,96636,541,35202,11864,0,7520,0,0,0,0,0
7/16/2018,122.97,2.1603,11.81,492.8,16098,829.5,458.55,51.14,88.125,15.503,328.2,49.25,175.5,68.26,-0.186,134.4,21.874,63.21,-0.025,-0.031,449.228,73.89,634.05,437.019,22.55,339.3,488.5,-19.151,4212,69.46,42.87,341.75,829.5,488.5,468.33,22805,0,0,0,0.88119,367.83,-0.144,1.4301,718.318,1.51633,1.21387,-0.72,-0.179,-10.03,97.5,3547,14125,100.7,268.35,73.06,0.94575,72.9,-4.53,28.22,57.25,72.58,1646,351.25,34.56,0.36479,225.5,2292,0.3,69.46,548.5,70.06,1.506,87.47,1.4125,47990,74.65,14.21,72.593,14.12,53.1,315,31.8,187,360.25,1.412,-3.408,0.09,149.475,66.2,100.18,8832,644.75,103.05,0,0,0,112.55,2.757,2.0543,14.343,2.759,40.27,107.45,88.797,484.5,99.135,485.8,108.9,64.9,2.0754,57.83,0.14577,-0.048,700.067,66.93,107.6,0,131174,28896,200,8625,0,23769,0,64,0,46,25717,0,267,32211,0,853,3725,0,0,0,0,0,0,0,0,3243,12,0,0,0,0,73,154,0,0,39586,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,21250,5,0,308705,0,0,0,19541,0,26580,8324,81258,104,0,0,39021,0,524182,0,462,30,14,145,44380,0,21,0,3,0,0,3,24260,3594,312,0,0,6098,11492,0,28060,75414,0,179489,0,0,0,516,58895,0,2552,0,17121,0,25915,73702,341,31295,16812,0,8145,0,0,0,0,0
7/15/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185748,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2018,123.2,2.1485,12.15,498.4,15990,814,454.105,51.26,89.317,15.546,329.1,49.25,173.5,68.24,-0.184,0,22.153,63.18,-0.022,-0.034,449.148,77.58,662.297,433.624,22.55,340.9,481.5,-19.152,4212,68.76,41.9,330.25,814,481.5,469.693,23205,0,0,0,0.8814,361.55,-0.152,1.4349,707.131,1.49119,1.22369,-0.816,-0.175,-9.56,98.1,3541,14090,101.4,268.35,73.07,0.97203,72.16,-4.49,27.83,59.75,72.9,1653,347.25,34.66,0.37016,225.4,2337,0.32,68.76,550.5,69.76,1.512,87.74,1.41,49570,74.64,14.25,72.437,14.12,54.85,317,31.8,184,360,1.413,-3.179,0.09,149.325,67,100.18,8837,641.5,103.12,0,0,0,112.69,2.77,2.1334,14.388,2.752,41.52,107.05,90.052,469.25,99.14,484.9,108.95,66.4,2.0655,58.55,0.14708,-0.0485,698.397,66.63,107.35,0,200787,45166,287,8722,0,20935,2,4,0,29,14137,0,171,29164,0,886,3635,0,0,0,0,0,0,0,0,2718,59,0,0,0,0,0,0,0,0,35844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18740,0,0,279791,0,0,0,16092,0,27226,9359,272,6,0,0,10,0,526104,0,97,7,54,255,31880,0,23,0,0,0,0,11,14611,4712,224,0,50,4803,7095,0,24127,61276,0,249100,0,0,0,350,57649,0,1,0,17973,0,18474,93818,35,36125,0,0,7485,0,0,0,0,0
7/12/2018,123.15,2.1085,12.115,514.5,16050,830,452.97,51.32,88.854,15.735,329.1,49.25,171.5,68.76,-0.183,0,22.138,63.19,-0.024,-0.069,458.757,77.02,657.607,434.217,22.55,341.7,482.5,-19.251,4212,68.08,40.1,336.5,830,482.5,469.773,23205,0,0,0,0.88059,361.85,-0.148,1.4212,707.131,1.4904,1.25967,-0.741,-0.178,-9.35,98.5,3549,14005,101.55,266.9,72.58,0.96049,71.84,-4.36,28.07,56.7,72.16,1678,346.25,34.18,0.37604,225.5,2395,0.33,68.08,546.5,69.73,1.51,88.3,1.4025,49570,74.46,14.24,72.717,14.12,57.33,317,32.3,183.5,359.75,1.405,-3.561,0.08,149.35,67.33,100.18,8795,631,103.1,0,0,0,112.59,2.768,2.1231,14.306,2.797,43.13,108.7,89.625,470.25,99.14,499.9,106.425,65.55,2.0576,58.74,0.15208,-0.0454,694.06,69.68,107.4,0,142019,55809,277,8697,0,22652,0,4,0,365,18306,0,131,55875,0,640,3710,0,0,0,0,0,0,0,0,3514,516,0,0,0,0,2,0,7,0,45106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14420,0,0,282189,5,0,0,13883,0,45924,9173,495,72,0,0,0,0,705556,0,75,0,44,235,34764,0,151,0,0,15,0,0,20689,2477,268,0,0,7318,9636,0,33475,107249,0,216363,0,0,0,247,65242,0,670,0,1,0,16606,152800,261,45594,19200,0,7230,0,0,0,0,0
7/11/2018,122.93,2.1293,12.235,518.3,16040,829.75,439.644,52,88.147,15.739,328.8,49.25,171.7,68.08,-0.178,0,21.852,63.13,-0.024,-0.073,455.983,76.31,650.083,417.357,22.55,341.1,469.75,-19.644,4212,68.06,40.23,331.25,829.75,469.75,470.488,23350,0,0,0,0.87976,362.33,-0.14,1.414,707.131,1.49024,1.24744,-0.741,-0.169,-10.01,98.55,3550,14125,102.6,265.05,72.9,0.95571,75.33,-4.6,27.73,56,71.84,1699,341.75,34.76,0.38342,224,2406,0.33,68.06,546.75,71.39,1.508,88.83,1.4,49010,74.59,14.26,72.369,14.15,54.8,317,30.86,181.5,358.75,1.401,-4.103,0.08,150.225,67.55,100.18,8670,632.25,103.07,0,0,0,112.46,2.7335,2.1008,14.044,2.829,42.74,109.2,88.818,463,99.15,514.9,106.925,66.425,2.1044,57.28,0.15208,-0.0446,712.42,69.1,107.9,0,176128,62623,337,11247,0,14325,0,64,0,7,29099,0,265,18774,0,729,3890,0,0,0,0,0,0,0,0,4335,54,0,0,0,0,3,9,5,0,52054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13610,0,0,322922,0,0,0,305,0,46883,8670,1533,330,0,14,0,0,845964,0,178,0,61,575,54268,0,46,50,0,5,0,6,15874,5120,164,0,0,10365,1265,0,33716,48162,0,294278,0,0,0,170,73810,0,831,0,45,0,21137,70986,155,34941,1600,0,10560,0,0,0,0,5
7/10/2018,122.92,2.1176,12,523.2,16190,852.25,439.644,52,88.789,15.898,333.4,49.25,169.1,68.06,-0.178,133.7,22.022,62.99,-0.023,-0.075,450.233,76.59,650.924,417.357,22.55,336.6,489.5,-19.724,4212,71.01,40.83,339.75,852.25,489.5,470.488,23330,0,0,0,0.87705,361.71,-0.138,1.393,706.699,1.48552,1.26012,-0.771,-0.169,-10.47,99.75,3564,14140,102.2,265.05,72.16,0.96018,74.45,-4.47,27.64,55.88,75.33,1693,330.25,34.12,0.39052,225.7,2517,0.35,71.01,543.75,71,1.508,89.2,1.41,49520,74.25,14.27,72.006,14.17,54.5,317,30.8,178.75,355.75,1.411,-4.056,0.08,149.2,67.62,100.18,8755,633.5,103.05,0,0,0,112.36,2.8285,2.2218,13.857,2.788,40.88,111.95,89.371,483.75,99.16,519.6,104.55,66.45,2.0981,57.74,0.15042,-0.0466,706.253,68.33,109.05,0,200986,70029,26,15831,0,30449,0,4,0,63,216,0,143,36248,0,0,5505,0,0,0,0,0,0,0,0,5814,325,0,0,0,0,2,4,2,0,88624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,13650,0,0,299918,0,0,0,677,5,19585,17097,2668,102,0,8,1,0,126807,0,348,2,12,375,46534,0,57,0,0,0,0,14,11932,3867,62,0,0,6571,8268,0,20474,35784,0,267378,0,0,0,193,53705,0,306,0,0,0,17416,64345,198,28943,1659,0,9575,0,0,0,0,5
7/9/2018,123.15,2.1048,11.795,509.9,16000,851.75,439.644,52.04,87.398,15.732,333,49.25,169.5,71.01,-0.166,139.2,22.264,63.06,-0.024,-0.09,468.479,74.33,632.548,417.357,22.55,339.7,507.75,-19.282,4212,70.33,39.39,345.75,851.75,507.75,470.488,22940,0,0,0,0.87237,361.08,-0.138,1.4257,706.557,1.47925,1.26611,-0.771,-0.173,-10.5,99.6,3560,14125,101.95,270.55,71.84,0.88003,73.4,-3.95,27.8,56.15,74.45,1709,336.5,33.7,0.3789,225.95,2489,0.33,70.33,549,70.85,1.509,88.88,1.4025,50610,74.09,14.3,73.82,14.18,54.21,317,30.75,180.75,358.5,1.398,-4.16,0.08,149.025,67.91,100.175,8739,654.25,103.08,0,0,0,112.44,2.839,2.1957,14.002,2.828,45.75,112.2,86.93,487.5,99.18,570,105.025,67.25,2.0833,58.04,0.14952,-0.0488,704.742,68.08,108.9,0,185135,60900,0,11,0,21316,0,46,0,39,505,0,15,28241,0,0,4555,0,0,0,0,0,0,0,0,2651,2392,0,0,0,0,2,8,18,0,72634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12180,0,0,411164,0,0,0,1410,0,14857,4143,3190,322,0,12,31,0,522743,0,63,2,26,0,53130,0,38,0,0,0,0,4,16904,5417,56,0,0,7791,78,0,38268,39065,0,232150,0,0,3,559,52239,0,986,0,6,0,1,52137,181,35417,2583,0,10100,0,0,0,0,10
7/8/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/7/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2018,123.28,2.1791,11.61,509.1,15865,874,439.522,51.86,87.398,16.003,334.4,49.25,167.55,70.33,-0.17,138.4,21.971,64.09,-0.024,-0.107,465.54,74.33,632.548,416.868,22.55,349.5,512.75,-19.606,4212,70.38,39.24,351.75,874,512.75,470.488,22755,0,0,0,0.87277,359.4,-0.139,1.4253,704.377,1.48232,1.23826,-0.684,-0.174,-10.58,99.65,3570,14125,100.2,270.7,75.33,0.88003,78.86,-5.02,28.17,55.5,73.4,1743,331.25,32.8,0.37129,224.5,2484,0.3,70.38,553.25,73.5,1.615,88.9,1.415,51200,75.99,14.21,73.228,14.18,54.5,318,30.75,184.25,356.5,1.425,-4.29,0.1,148.7,67.21,100.175,8660,641,103.11,0,0,0,112.45,2.813,2.1684,13.157,2.858,45.75,111.25,86.93,492.25,99.175,584,103.85,79.69,2.1697,58.01,0.14762,-0.0509,728.032,64.64,108.6,0,110164,68766,0,36,0,99,0,94,0,53,315,0,142,25033,0,0,7230,0,0,0,10,0,0,0,0,3737,2360,0,0,2800,0,6,5,12,0,69776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13300,1,0,548503,0,0,0,1790,0,25386,709,3068,15690,0,38,15,0,602559,0,63,55,3,0,62670,0,92,0,0,0,0,25,17517,6725,237,0,0,6452,246,0,41968,34980,0,195980,0,0,0,237,67148,0,0,0,0,0,20,48189,171,24609,3445,0,8885,0,0,0,0,10
7/5/2018,123.34,2.1329,11.42,518.5,15830,835.5,439.259,52,87.398,16.053,331.8,49.5,165.75,70.38,-0.171,134.2,22.58,64.8,-0.024,-0.105,461.482,74.33,632.548,416.731,22.65,350.2,504,-19.906,4212,74.11,39.43,343.5,835.5,504,470.583,23005,0,0,0,0.86791,358.86,-0.144,1.4251,702.845,1.47123,0,0,0,-10.35,99.7,3516,14225,100.4,271,74.45,0.88009,78.07,0,0,0,0,0,0,32.14,0.32625,237.56,2501,0.3,74.11,564.25,73.2,1.62,89.24,1.425,51190,75.47,14.18,72.351,14.18,53.85,319,30.75,185.25,361.75,1.433,-4.858,0.07,149.175,66.4,100.18,8654,664.5,103.06,0,0,0,112.33,2.814,2.1787,14.159,2.837,43.25,106.3,86.93,482,99.165,548,105.45,67.9,2.1486,57.73,0.14054,-0.057,724.831,64.47,107.65,0,122794,55723,0,0,0,154,0,12,0,0,0,0,293,48825,0,136,7180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,0,100664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15178,1,0,258907,0,0,0,1871,0,27678,512,3302,114,0,10,0,0,838678,0,30,28,17,0,55068,0,104,0,0,5,0,1,20829,5412,220,0,0,4809,245,0,45825,42690,0,372956,0,0,0,728,69778,0,0,0,8,0,42,25834,557,23049,4170,0,10990,0,0,360,0,40
7/4/2018,123.09,2.1336,11.7,0,0,0,0,0,0,15.981,339.8,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87223,358.22,-0.142,1.4221,704.257,1.47867,0,0,0,-9.65,99.75,3492,14450,99.75,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91,53.15,319,0,0,0,0,0,0,149.625,65.98,100.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.75,2.1263,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,104020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,0,0,0,52,2,0,0,0,0,109,0,6,0,0,0,0,0,0,0,0,0,0,0,48443,15283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/3/2018,123.41,2.0746,12.505,521,15790,844,438.216,51.94,87.298,16.008,328.2,49.25,167.8,74.11,-0.168,134.1,22.731,64.8,-0.024,-0.098,460.68,74.14,631.909,415.543,22.75,342.4,491.5,-20.347,4212,73.85,39.31,342.75,844,491.5,470.679,23110,0,0,0,0.8739,357.63,-0.158,1.4223,699.458,1.48167,0,0,0,-9.17,99.75,3496,14530,99.4,267.4,73.4,0.8791,77.11,0,0,0,0,0,0,31.84,0.32625,236.625,2443,0.27,73.85,563.5,73.04,1.621,85.24,1.4325,51320,74.8,14.16,75.73,14.91,53.65,319,30.625,186.75,362.5,1.439,-4.858,0.07,150.95,67.08,100.18,8629,677.75,103.07,0,0,0,112.31,2.906,2.1642,14.159,2.87,39.9,108.35,86.807,462.25,99.165,557,106.125,79.95,2.1321,57.97,0.14054,-0.0576,713.205,64.38,108,0,134532,57327,11,0,0,975,0,6,0,0,0,0,560,51494,0,135,4625,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,112,0,6870,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28648,48,4,208234,0,0,525,2608,0,22633,803,3048,50,0,51,0,0,666104,0,0,20,7,50,63856,0,200,0,0,9,0,0,20849,4649,93,0,52,4741,451,0,49106,29408,0,285107,0,0,0,968,52972,0,0,0,1,0,161,75078,203,37544,4191,0,7595,0,0,0,0,0
7/2/2018,123.29,2.0515,12.47,510.4,15720,848.5,436.435,51.68,87.178,0,0,0,171.2,73.85,-0.172,143.1,22.732,64.81,-0.024,-0.14,463.185,74.02,631.663,414.133,22.9,350,480.25,-21.194,4212,73.8,40.15,337.5,848.5,480.25,470.488,23570,0,0,0,0.87663,357.04,-0.161,1.4278,701.085,1.4899,0,0,0,-9.25,99.5,3491,14565,98.75,267.75,78.86,0.87801,77.39,0,0,0,0,0,0,32.1,0.32608,236.625,2459,0.27,73.8,562,72.27,1.619,87.5,1.42,51570,78.52,14.2,75.084,14.91,52.79,319,30.525,183.5,361.75,1.403,-4.858,0.07,150.275,68.27,100.175,8588,671.75,103.11,0,0,0,112.41,2.9315,2.1558,14.173,2.862,35.63,107.8,86.676,449.5,99.165,558.3,106.375,79.95,2.102,57.94,0.13917,-0.0581,718.318,64.15,104.46,0,108312,67024,20,59,0,866,0,8,0,0,0,0,278,28512,0,555,5865,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,26,91,0,9050,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1984,28924,24,0,311312,0,0,0,3455,0,0,924,7477,80,0,24,0,0,648646,0,0,22,51,0,61886,0,121,0,6,0,0,0,21822,9377,112,0,150,10548,5,0,38592,27092,0,252330,0,0,0,1103,61519,0,0,0,0,0,173,155233,389,371,5753,0,8555,0,0,0,0,0
